Medio;Dirección;Especialidad;Tipo de medio;Ciudad;Provincia;matched_especialidad;measure value
Derecho del Trabajo ;Tucumán 1471 - (1050) Ciudad Autónoma de Buenos Aires, Argentina;Derecho;Revista;;Capital Federal;Derecho;0
Dial.Com ;Tucumán 1440 - (1050) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Dinamis;Defensa 453 4° - (1065) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Directorio de Arte Latinoamericano ;Azcuénaga 1592 - (1115) Ciudad Autónoma de Buenos Aires, Argentina;Arte;Revista;;Capital Federal;Arte;0
Dirigencia;Viamonte 867 P.B. - (1053) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
DIRPRO - Directorio de Producción de Espectáculo;San Martín 881 2° C - (1004) Ciudad Autónoma de Buenos Aires, Argentina;Espectáculo;Revista;;Capital Federal;Espectáculo;0
D-Mode;Echeverría 1744 - (1428) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Dosis- Actualidad Farmacéutica ;California 2082 Unidad D 120 - (1289) Ciudad Autónoma de Buenos Aires, Argentina;Salud;Revista;;Capital Federal;Salud;0
Dossier Sanitario ;Billinghurst 1866 4° - (1425) Ciudad Autónoma de Buenos Aires, Argentina;Salud;Revista;;Capital Federal;Salud;0
Dpf ;Cerrito 512 2° - (1010) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Drikswaters ;Av. Santa Fe 3365 5° D - (1425) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Ecodigital.Com.Ar ;25 de Mayo 336 - (6300) Ciudad Autónoma de Buenos Aires, Argentina;Medio Ambiente;Revista;;Capital Federal;Medio Ambiente;0
Edigarnet.Com ;15 de Noviembre de 1889 N° 2547  - (1261) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Editorial G7;"El Salvador 5928 ""2"" - (1414) Ciudad Autónoma de Buenos Aires, Argentina";Editorial;Revista;;Capital Federal;Editorial;0
Ego Wine;Suipacha 1380 - (1011) Ciudad Autónoma de Buenos Aires, Argentina;Cocina;Revista;;Capital Federal;Cocina;0
El Accionista;San Martín 50 EP Of. 6 y 7 - (1004) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
El Barrio Villa Pueyrredón ;Zamudio 5031 Ciudad Autónoma de Buenos Aires, Argentina;Barrial;Revista;;Capital Federal;Barrial;0
El Cerebro;Sarandí 659 2° C - (1222) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
El Constructor;Hipólito Yrigoyen 615 7° A - (1086) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
El Derecho;Tucumán 1438/36 PB- (1050) Ciudad Autónoma de Buenos Aires, Argentina;Derecho;Revista;;Capital Federal;Derecho;0
El Economista;Defensa 441 2° A  - (1065) Ciudad Autónoma de Buenos Aires, Argentina;Economía;Revista;;Capital Federal;Economía;0
El Federal;Pedro Conde 50 - (1426) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
El Gráfico;Av. Paseo Colón 505 2° - (1063) Ciudad Autónoma de Buenos Aires, Argentina;Deportes;Revista;;Capital Federal;Deportes;0
El Jardín en la Argentina ;Castillo 1366 Edif. 4 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
El Ojo del Consumidor ;Bonpland 709 - (1037) Ciudad Autónoma de Buenos Aires, Argentina;Consumidores;Revista;;Capital Federal;Consumidores;0
El Ojo Mocho, Revista de Crítica Política y Cultural ;Lavalle 1634 11 A- (1048) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
El Poder Legislativo y su Gente ;D. F. Sarmiento 1652 5° E- (1042) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
El Redactor Agroindustrial ;Av. Callao 449 6° - (1022) Ciudad Autónoma de Buenos Aires, Argentina;Agro;Revista;;Capital Federal;Agro;0
En Línea, Tecnología y Negocios;Av. Ing. Huergo 723 - (1107) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
En Vuelo ;Vedia 1971 - (1429) Ciudad Autónoma de Buenos Aires, Argentina;Publicidad;Revista;;Capital Federal;Publicidad;0
Encrucijadas, UBA;"Viamonte 430 2° ""A"" Of. 21 - (1053) Ciudad Autónoma de Buenos Aires, Argentina";*;Revista;;Capital Federal;*;0
Energía Solar ;Estados Unidos 2796 1° A - (1227) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Enigmas del Mundo;Chacabuco 380 6°- (1069) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Enigmas Lógicos ;Av. Corrientes 1312 8° - (1043) Ciudad Autónoma de Buenos Aires, Argentina;Entretenimiento;Revista;;Capital Federal;Entretenimiento;0
Equipamiento Hospitalario ;Estados Unidos 2796 1° A - (1227) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Facultades;Viamonte 2124 PB - (1056) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Ferias y Congresos;Av. Córdoba 3580 - (1188) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Fortuna ;Chacabuco 271 - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Economía;Revista;;Capital Federal;Economía;0
Foto Mundo ;Maipú 671 5° - (1006) Ciudad Autónoma de Buenos Aires, Argentina;Fotografía;Revista;;Capital Federal;Fotografía;0
Franchising Advisors Magazine;Uruguay 667 8°- (1015) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Futura Mamá ;Chacabuco 380 6° - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Mujer;Revista;;Capital Federal;Mujer;0
G.A.T.A ;Viamonte 723 - (1053) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Generación X;Chacabuco 380 6° - (1069) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Geomundo;Av. Paseo Colón 275 10° - (1063) Ciudad Autónoma de Buenos Aires, Argentina;Geografía;Revista;;Capital Federal;Geografía;0
Gerencia Ambiental CGA S.R.L.;Tte. Gral. Perón 725 Piso 7- (1038) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Gestión ;Av. Corrientes 222 5°- (1043) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
H - Hombre ;Chacabuco 271 - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Masculina;Revista;;Capital Federal;Masculino;1
Hecho en Bs. As.;Pasaje San Lorenzo 371- (1064) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Historia;Tte. Gral. J. D. Perón 1515 10° A - (1038) Ciudad Autónoma de Buenos Aires, Argentina;Historia;Revista;;Capital Federal;Historia;0
Hotelería y Turismo;"Av. B Rivadavia 1157 9° ""C"" - (1033) Ciudad Autónoma de Buenos Aires, Argentina";Turismo;Revista;;Capital Federal;Turismo;0
Ideas;Av. Paseo Colón 275 10° - (1063) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Indexport Automotriz;Iberá 3143 - (1429) Ciudad Autónoma de Buenos Aires, Argentina;Automóviles;Revista;;Capital Federal;Automóviles;0
Industrias Plásticas ;Estados Unidos 2796 1° A - (1227) Ciudad Autónoma de Buenos Aires, Argentina;Industria;Revista;;Capital Federal;Industria;0
Information Technology;Av Paseo Colón 746 1°- (1063) Ciudad Autónoma de Buenos Aires, Argentina;Tecnología;Revista;;Capital Federal;Tecnología;0
Informativo del Plástico;Estados Unidos 2796 1° A - (1227) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Informe Especial;Tucumán 834 1° - (1049) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Informe Industrial;Paraná 26 2° G - (1017) Ciudad Autónoma de Buenos Aires, Argentina;Industria;Revista;;Capital Federal;Industria;0
Ingeniería Alimentaria;15 de Noviembre de 1889 N° 2547 - (1261) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Ingeniería Química;15 de Noviembre de 1889 N° 2547 - (1261) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Instituto Argentino del Envase;Av. Jujuy 425 - (1083) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Integración Empresaria;Córdoba 1255  Piso 2 - (1055) Ciudad Autónoma de Buenos Aires, Argentina;Empresas;Revista;;Capital Federal;Empresas;0
Inversor Global;Av. Gral. Las Heras 1947 7° - (1127) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Juegos de Mente;Av. Corrientes 1312 8° - (1043) Ciudad Autónoma de Buenos Aires, Argentina;Entretenimiento;Revista;;Capital Federal;Entretenimiento;0
Jurisprudencia Argentina;Talcahuano 650 PB - (1013) Ciudad Autónoma de Buenos Aires, Argentina;Derecho;Revista;;Capital Federal;Derecho;0
La Ciudad Futura, Revista de Cultura Socialista;Mariano Moreno 1785 6° - (1093) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
La Industria del Pan;Yerbal 727 8° M - (1405) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
La Ley;Tucumán 1471 - (1050) Ciudad Autónoma de Buenos Aires, Argentina;Derecho;Revista;;Capital Federal;Derecho;0
La Tecl@;*;*;Revista;;Capital Federal;*;0
La Tiza;Carlos Calvo 836 - (1102) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
La Vanguardia;Entre Ríos 488 - (1079) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Laboratorios y sus Proveedores;Estados Unidos 2796 1° A - (1227) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Le Monde Diplomatique;F. Acuña de Figueroa 459 - (1180) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Legislación Argentina;Talcahuano 650 PB- (1013) Ciudad Autónoma de Buenos Aires, Argentina;Derecho;Revista;;Capital Federal;Derecho;0
Libro de Pruebas;Ituzaingó 642/648- (1141) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Locuras de Isidoro;Av. Santa Fe 1460 2° - (1060) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Los Secretos de la Bruja XYZ;Av. San Juan 499 - (1147) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Lugares;Castillo 1366 Edif. 4 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;Turismo;Revista;;Capital Federal;Turismo;0
Management TV;Malabia 1865 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Máquinas, Equipos, Herramientas e Insumos Industriales;15 de Noviembre de 1889 N° 2547 - (1261) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Mecánica Popular;Azopardo 565 - (1063) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Megaguía;Chacabuco 271 -  (1069) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Megaluz;15 de Noviembre de 1889 N° 2547 - (1261) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Mgavatios;15 de Noviembre de 1889 N° 2547 - (1261) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Men's Health;Azopardo 565 - (1063) - Ciudad Autónoma de Buenos Aires, Argentina ;Salud;Revista;;Capital Federal;Salud;0
Mujer Country;Anchoris 27 - (1280) Ciudad Autónoma de Buenos Aires, Argentina;Mujer;Revista;;Capital Federal;Mujer;0
Mundo Israelita;Av. Pueyrredón 538 2° Cuerpo 1° B - (1032) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Mundo Perfumista;Defensa 910 - (1065) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Newsweek Intrnational;Suipacha 245 Piso 1 - (1015) Ciudad Autónoma de Buenos Aires, Argentina;Interés general;Revista;;Capital Federal;Interés general;0
Noticiario de la Prensa Argentina;Chacabuco 314 3° - (1069) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Nueva Sion;Tte. Gral J. D. Perón 3638 2° - (1198) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Nuevo Siglo;Av. Corrientes 1309 8° Of. 22 - (1043) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Nuevo Trabajo y Capacitación;Humberto Primo 2244 - (1229) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Observatorio Social de América Latina;Av. Callao 875 3° E - (1023) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Off & On Corrientes;Av. Díaz Vélez 4306 5° A - (1200) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Oficio Gráfico;Aranguren 344 - (1405) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Palermo ;Humberto Primo 2028 - (1216) Ciudad Autónoma de Buenos Aires, Argentina;Deportes;Revista;;Capital Federal;Deportes;0
Panorama Minero;Paraguay 2067 PB - (1121) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Pc Magazine;Azopardo 565 - (1063) Ciudad Autónoma de Buenos Aires, Argentina;Informática;Revista;;Capital Federal;Informática;0
Peinado y Belleza;Defensa 910 - (1065) Ciudad Autónoma de Buenos Aires, Argentina;Belleza;Revista;;Capital Federal;Belleza;0
Pelo;Chacabuco 380 6° - (1069) Ciudad Autónoma de Buenos Aires, Argentina;Belleza;Revista;;Capital Federal;Belleza;0
Pet/Pen;Estados Unidos 2796 - (1227) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Petroquímica, Petróleo, Gas y Química;Talcahuano 231 1° A - (1013) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Pilotos y Categorías;Cespedes 3436 7° B - (1426) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Placet, Revista Diplomática;Viamonte 1646 2° Cpo. 5° Of. 49 - (1055) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Plantas que Curan;Av. Independencia 1668 - (1100) Ciudad Autónoma de Buenos Aires, Argentina;Salud;Revista;;Capital Federal;Salud;0
Plásticos en la Construcción;Estados Unidos 2796 1° A - (1227) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Predicciones XYZ;Av. San Juan 499 - (1147) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Prensario del Video;Lavalle 1569 4° Of. 405 (1048) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Prensario It;Lavalle 1569 4° Of. 405 (1048) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Programa & Performance;Humberto Primo 2028 - (1216) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Punto de Fuga;Tte. Gral. J. D. Perón 3638 2° - (1198) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Puzzle;Av. Corrientes 1312 8° - (1043) Ciudad Autónoma de Buenos Aires, Argentina;Entretenimiento;Revista;;Capital Federal;Entretenimiento;0
Q.O.E.M;Iberá 3143 - (1429) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Quién Te Vio;Magallanes 1346 - (1288) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Quijote;Av. Corrientes 1312 8°- (1043) Ciudad Autónoma de Buenos Aires, Argentina;Entretenimiento;Revista;;Capital Federal;Entretenimiento;0
Raíces Cine Argentino;*;Espectáculos;Revista;;Capital Federal;Espectáculo;1
Reciclado y Plásticos;Estados Unidos 2796 1° A- (1227) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Red Vida;Almafuerte 627 - (1437) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Report América;Viamonte 723 9° - (1053) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Revista Cabal;Lavalle 341 2° - (1047) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Revista Estrategas del Seguro y la Banca;Av. Santa Fe 3996 13° Of. 113 - (1425) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Revista Genios;Tacuarí 1874 - (1139) Ciudad Autónoma de Buenos Aires, Argentina;Infantil;Revista;;Capital Federal;Infantil;0
Revista Impuestos;Tucumán 1471 - (1050) Ciudad Autónoma de Buenos Aires, Argentina;Economía;Revista;;Capital Federal;Economía;0
Revista Materiales para la Construcción;Billinghurst 1866 4° - (1425) Ciudad Autónoma de Buenos Aires, Argentina;Construcción;Revista;;Capital Federal;Construcción;0
Revista Veintitrés ;Serrano 1139 - (1414) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Revista Vivienda;Hipólito Yrigoyen 1176 PB - (1086) Ciudad Autónoma de Buenos Aires, Argentina;Vivienda;Revista;;Capital Federal;Vivienda;0
Segundamano;Humberto Primo 2244 - (1229) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Semana Gráfica;Chacabuco 271 4° - (1069) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Semanario Parlamentario;*;*;Revista;;Capital Federal;*;0
Sociedad;Av. Paseo Colón 505 - (1063) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Sojourn International Magazine ;Vedia 1971 - (1429) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Sopas;Av. Corrientes 1312 8° - (1043) Ciudad Autónoma de Buenos Aires, Argentina;Entretenimiento;Revista;;Capital Federal;Entretenimiento;0
Suplemento de la Costa;Maipú 359 9° Of.117 - (1006) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Técnica Impositiva;Viamonte 1550 PB - (1055) Ciudad Autónoma de Buenos Aires, Argentina;Economía;Revista;;Capital Federal;Economía;0
Tecnoil;Rodriguez Peña 286 5° - (1020) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Tendencias Económicas y Financieras;Tucumán 834 1° - (1049) Ciudad Autónoma de Buenos Aires, Argentina;Economía;Revista;;Capital Federal;Economía;0
Tiempos de Aventura;Arribeños 3619 11° - (1429) Ciudad Autónoma de Buenos Aires, Argentina;Turismo;Revista;;Capital Federal;Turismo;0
Time Out Group;Av. De Mayo 1370 10° 271 - (1085) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
Todo es Historia;Viamonte 773 3° - (1053) Ciudad Autónoma de Buenos Aires, Argentina;*;Revista;;Capital Federal;*;0
